"","year","length","rating","genre"
"53339",1935,110,7.3,"Documentary"
"53340",1963,22,7.5,"Comedy"
"53341",2001,112,5.7,"Comedy"
"53342",1935,75,5.9,"Misc"
"53343",1989,120,6.8,"Drama"
"53344",1982,86,4.6,"Misc"
"53345",2000,116,4.8,"Comedy"
"53346",1970,93,3.2,"Misc"
"53347",1981,94,5.9,"Comedy"
"53348",2000,93,3.1,"Misc"
"53349",2004,95,4.8,"Drama"
"53350",1993,100,7.8,"Drama"
"53351",1994,99,8.1,"Drama"
"53352",1983,117,6.9,"Drama"
"53353",2001,95,7.2,"Drama"
"53354",1972,92,5.7,"Drama"
"53355",1921,26,6.1,"Short"
"53356",1953,120,6.2,"Misc"
"53357",1961,91,5.7,"Romance"
"53358",1961,95,5.6,"Romance"
"53359",2001,75,4.2,"Misc"
"53360",2004,102,5,"Misc"
"53361",1988,106,5.5,"Misc"
"53362",1996,120,7.4,"Comedy"
"53363",1996,105,6,"Misc"
"53364",1997,85,5.5,"Comedy"
"53365",2002,95,4.2,"Action"
"53366",1971,110,5.4,"Drama"
"53367",1971,99,3.9,"Misc"
"53368",1986,82,3.9,"Misc"
"53369",1990,95,1.8,"Misc"
"53370",1994,76,4.5,"Animation"
"53371",1958,84,4.3,"Misc"
"53372",1936,8,5.8,"Animation"
"53373",1999,56,6.6,"Documentary"
"53374",1980,85,5.8,"Misc"
"53375",1994,93,5.9,"Drama"
"53376",2004,82,9.6,"Documentary"
"53377",1988,87,4.5,"Action"
"53378",1944,7,7.1,"Animation"
"53379",1996,108,5.8,"Comedy"
"53380",1982,96,6.4,"Action"
"53381",2004,63,8,"Drama"
"53382",1993,80,3,"Comedy"
"53383",1999,109,6.8,"Drama"
"53384",1970,84,5.1,"Misc"
"53385",1982,89,4.9,"Action"
"53386",1989,105,4.4,"Comedy"
"53387",1957,81,6.3,"Misc"
"53388",1998,10,7.3,"Comedy"
"53389",1998,119,4.5,"Misc"
"53390",1989,91,6.7,"Comedy"
"53391",1975,95,5.7,"Comedy"
"53392",1994,85,5.9,"Comedy"
"53393",2002,7,6.7,"Animation"
"53394",1982,100,4.3,"Misc"
"53395",1953,94,2.7,"Drama"
"53396",1970,87,6,"Drama"
"53397",1993,86,4.4,"Misc"
"53398",1992,40,4.8,"Documentary"
"53399",1967,118,5.1,"Misc"
"53400",1973,110,4,"Misc"
"53401",1955,81,5,"Misc"
"53402",1952,95,6.1,"Drama"
"53403",1993,98,4.3,"Drama"
"53404",1949,91,5.9,"Comedy"
"53405",1952,80,5.8,"Comedy"
"53406",1960,109,7.1,"Drama"
"53407",1996,102,6,"Misc"
"53408",2005,98,6.5,"Misc"
"53409",1953,110,6.1,"Comedy"
"53410",1993,90,5.1,"Action"
"53411",1939,87,5.6,"Comedy"
"53412",2001,102,5.6,"Drama"
"53413",1990,75,7.9,"Misc"
"53414",1948,66,7,"Comedy"
"53415",1972,99,4.8,"Action"
"53416",1936,75,6.7,"Drama"
"53417",1985,111,6.1,"Drama"
"53418",1932,83,8.1,"Comedy"
"53419",1989,100,5,"Drama"
"53420",1953,85,5.8,"Comedy"
"53421",1939,60,6.3,"Misc"
"53422",1937,63,4.5,"Misc"
"53423",1948,55,5.1,"Comedy"
"53424",1953,91,4.9,"Comedy"
"53425",1997,114,3.8,"Comedy"
"53426",1966,112,7.2,"Comedy"
"53427",1987,86,4.8,"Comedy"
"53428",1969,97,4.9,"Comedy"
"53429",1955,99,7.3,"Comedy"
"53430",2001,85,6,"Comedy"
"53431",2003,80,3.3,"Misc"
"53432",1999,90,5.3,"Drama"
"53433",1987,91,3.4,"Comedy"
"53434",1964,80,5.4,"Comedy"
"53435",1995,88,7.3,"Documentary"
"53436",1949,102,5.4,"Misc"
"53437",2004,162,7.1,"Action"
"53438",1941,8,8.1,"Animation"
"53439",1972,89,2.7,"Comedy"
"53440",1948,8,7.2,"Animation"
"53441",2001,9,7.8,"Short"
"53442",1976,90,5.4,"Drama"
"53443",1954,11,1.6,"Short"
"53444",1974,82,4.7,"Action"
"53445",1974,91,6.3,"Action"
"53446",1999,3,7.3,"Short"
"53447",2004,10,7.6,"Short"
"53448",1989,105,6.5,"Drama"
"53449",1989,100,4.6,"Action"
"53450",1996,118,6.3,"Drama"
"53451",2001,97,5.2,"Drama"
"53452",1991,111,6.1,"Drama"
"53453",1937,85,5.6,"Comedy"
"53454",1981,110,6.3,"Drama"
"53455",1989,76,7.3,"Misc"
"53456",1999,14,6,"Comedy"
"53457",1996,94,5.1,"Misc"
"53458",1999,127,6.3,"Drama"
"53459",1998,103,4.7,"Drama"
"53460",1981,81,1.9,"Misc"
"53461",1945,87,8.3,"Documentary"
"53462",1969,128,7.2,"Drama"
"53463",1997,92,4.6,"Drama"
"53464",1991,93,5.2,"Comedy"
"53465",1994,141,7,"Action"
"53466",1997,97,5,"Drama"
"53467",2002,75,7.8,"Documentary"
"53468",2000,101,5.1,"Drama"
"53469",1993,121,7.7,"Action"
"53470",1986,90,6.3,"Comedy"
"53471",1975,103,2.9,"Comedy"
"53472",1991,46,3.9,"Documentary"
"53473",1957,92,6.1,"Misc"
"53474",2000,89,3.1,"Drama"
"53475",1956,96,5.1,"Comedy"
"53476",1943,94,6.3,"Comedy"
"53477",1930,71,6.8,"Comedy"
"53478",1995,85,4.3,"Comedy"
"53479",1983,96,6,"Comedy"
"53480",1982,103,7,"Drama"
"53481",1991,106,6.8,"Drama"
"53482",1998,103,7.7,"Comedy"
"53483",2003,6,5.4,"Animation"
"53484",2001,75,4.3,"Animation"
"53485",1966,103,7.2,"Drama"
"53486",1990,107,7.4,"Comedy"
"53487",1989,104,5.8,"Comedy"
"53488",1993,120,2.3,"Misc"
"53489",1996,97,6.5,"Comedy"
"53490",2002,104,4.6,"Misc"
"53491",2004,100,8.3,"Comedy"
"53492",1957,15,7.6,"Animation"
"53493",1946,63,6.2,"Misc"
"53494",1964,102,6.7,"Romance"
"53495",1958,107,5.5,"Comedy"
"53496",1930,67,5.8,"Drama"
"53497",2003,12,6,"Comedy"
"53498",1997,106,6.1,"Action"
"53499",1999,11,4.4,"Short"
"53500",1986,90,4.7,"Misc"
"53501",2000,15,8.2,"Short"
"53502",2002,96,6.1,"Comedy"
"53503",1978,132,6.5,"Drama"
"53504",1993,94,5.3,"Misc"
"53505",1966,88,5.4,"Comedy"
"53506",1991,75,6.9,"Misc"
"53507",1994,101,2.8,"Misc"
"53508",2001,10,5,"Short"
"53509",1972,92,6.3,"Drama"
"53510",2004,95,8,"Misc"
"53511",1971,105,7,"Misc"
"53512",1994,91,7.6,"Comedy"
"53513",1994,316,4,"Documentary"
"53514",1981,103,4.9,"Action"
"53515",1966,76,8.7,"Misc"
"53516",1991,104,6.9,"Drama"
"53517",1990,134,4.6,"Drama"
"53518",1999,91,6.6,"Drama"
"53519",1973,90,5.9,"Misc"
"53520",1980,144,8.8,"Misc"
"53521",1996,87,5.6,"Drama"
"53522",1936,89,7.9,"Comedy"
"53523",1998,114,6.2,"Drama"
"53524",1984,97,9.2,"Comedy"
"53525",2001,131,6.3,"Drama"
"53526",1996,100,4.2,"Misc"
"53527",1993,109,7.7,"Misc"
"53528",1961,91,6.2,"Drama"
"53529",1935,74,7.9,"Drama"
"53530",1997,109,6,"Misc"
"53531",1988,93,5.9,"Comedy"
"53532",1988,93,5.6,"Misc"
"53533",1938,87,7.1,"Drama"
"53534",1998,120,6.3,"Drama"
"53535",1979,19,9,"Comedy"
"53536",2003,90,7.2,"Misc"
"53537",2004,98,6.3,"Comedy"
"53538",1983,96,6.6,"Comedy"
"53539",1961,148,5,"Drama"
"53540",2004,92,5.9,"Action"
"53541",2004,115,5.7,"Comedy"
"53542",1998,104,6.4,"Drama"
"53543",1999,4,6.3,"Short"
"53544",1984,97,5.5,"Action"
"53545",1999,29,4.5,"Comedy"
"53546",1947,10,8.1,"Animation"
"53547",2003,113,5.2,"Action"
"53548",2001,81,6.5,"Documentary"
"53549",1981,90,6.5,"Drama"
"53550",2002,96,6.5,"Drama"
"53551",1988,110,6.8,"Drama"
"53552",1978,110,6.1,"Comedy"
"53553",1936,78,6.7,"Drama"
"53554",2001,13,6.7,"Animation"
"53555",1995,35,5.5,"Drama"
"53556",1972,87,4.5,"Drama"
"53557",1998,15,6.4,"Short"
"53558",1985,112,5,"Action"
"53559",1993,90,6.5,"Drama"
"53560",1999,50,3.2,"Comedy"
"53561",1933,86,6.6,"Comedy"
"53562",1940,77,3.9,"Comedy"
"53563",1956,7,6.5,"Animation"
"53564",1940,7,6.8,"Animation"
"53565",1990,105,6.4,"Drama"
"53566",1992,97,6.8,"Misc"
"53567",2001,105,7.6,"Drama"
"53568",1992,105,7.1,"Comedy"
"53569",1993,110,5.7,"Comedy"
"53570",1951,93,7.2,"Misc"
"53571",1984,100,6.2,"Drama"
"53572",1992,78,8.2,"Drama"
"53573",1998,15,8.4,"Drama"
"53574",2004,92,7,"Misc"
"53575",1964,115,6.6,"Action"
"53576",1981,93,2.9,"Comedy"
"53577",1942,7,7.8,"Animation"
"53578",1938,77,7.1,"Comedy"
"53579",1994,94,5.2,"Drama"
"53580",2000,102,7.5,"Drama"
"53581",1949,90,6,"Action"
"53582",2003,127,6.6,"Drama"
"53583",2004,108,8,"Comedy"
"53584",2003,105,8,"Drama"
"53585",2004,150,5.4,"Misc"
"53586",1967,77,8.7,"Romance"
"53587",1983,82,2.3,"Misc"
"53588",1991,90,4.7,"Drama"
"53589",1991,4,5.3,"Short"
"53590",1999,5,6.5,"Comedy"
"53591",1953,79,6.6,"Misc"
"53592",1946,57,6.5,"Misc"
"53593",1925,82,6.9,"Misc"
"53594",1999,102,6.9,"Comedy"
"53595",1935,61,8.2,"Misc"
"53596",2002,160,6,"Action"
"53597",1989,7,7.1,"Animation"
"53598",1969,90,4.3,"Drama"
"53599",1990,91,7,"Misc"
"53600",1990,107,6.1,"Comedy"
"53601",1992,69,7.1,"Animation"
"53602",1960,106,7.6,"Drama"
"53603",2001,102,6.6,"Romance"
"53604",1984,71,8.1,"Misc"
"53605",1944,75,8.2,"Documentary"
"53606",2000,94,3,"Misc"
"53607",1976,95,4.8,"Comedy"
"53608",1995,100,4.6,"Action"
"53609",1906,9,3.8,"Drama"
"53610",1997,12,4.1,"Short"
"53611",1958,98,5.9,"Comedy"
"53612",1933,72,7.4,"Misc"
"53613",2001,188,8.2,"Drama"
"53614",1933,72,4.9,"Misc"
"53615",1935,94,5.8,"Misc"
"53616",2001,35,5.7,"Short"
"53617",2001,98,5,"Drama"
"53618",1955,121,7.8,"Drama"
"53619",1985,228,7.5,"Drama"
"53620",1980,105,4.4,"Comedy"
"53621",1984,95,6.9,"Misc"
"53622",2001,100,4.9,"Documentary"
"53623",2002,92,7.4,"Documentary"
"53624",2003,90,7.3,"Documentary"
"53625",1997,95,6.9,"Documentary"
"53626",1988,101,4.5,"Comedy"
"53627",1981,94,6,"Comedy"
"53628",2004,63,9.7,"Drama"
"53629",2003,89,6.4,"Misc"
"53630",2000,87,7.3,"Documentary"
"53631",1997,99,2.1,"Action"
"53632",2002,115,7,"Drama"
"53633",1953,92,6,"Comedy"
"53634",1972,105,5.2,"Misc"
"53635",2005,130,6.9,"Action"
"53636",1968,92,4.6,"Comedy"
"53637",1977,85,7.4,"Comedy"
"53638",1985,102,5.4,"Action"
"53639",1981,80,4.2,"Action"
"53640",1999,22,5.3,"Comedy"
"53641",1973,112,6.8,"Drama"
"53642",1929,57,7.1,"Documentary"
"53643",1980,95,3.9,"Comedy"
"53644",1968,89,4.7,"Drama"
"53645",1933,79,6.2,"Comedy"
"53646",2000,86,4.3,"Action"
"53647",2001,96,4.6,"Drama"
"53648",1994,95,4.9,"Misc"
"53649",1935,80,8.4,"Drama"
"53650",1953,81,5.8,"Drama"
"53651",1952,7,6.9,"Animation"
"53652",1940,83,5.8,"Comedy"
"53653",1993,60,8.6,"Documentary"
"53654",1987,90,4.6,"Action"
"53655",1994,90,9,"Misc"
"53656",1941,81,2.8,"Comedy"
"53657",1989,97,5.5,"Comedy"
"53658",1996,101,3.2,"Misc"
"53659",2001,109,6.9,"Drama"
"53660",1952,85,6.6,"Drama"
"53661",1977,119,6.8,"Drama"
"53662",1997,91,3.1,"Drama"
"53663",1996,5,7.2,"Short"
"53664",2000,35,8.5,"Short"
"53665",1992,90,4.6,"Drama"
"53666",1985,96,6.8,"Drama"
"53667",2004,100,2,"Comedy"
"53668",1929,9,8.2,"Animation"
"53669",1980,119,5,"Drama"
"53670",1990,100,3.2,"Misc"
"53671",1993,100,4.9,"Drama"
"53672",2003,103,4.2,"Misc"
"53673",1997,87,3.3,"Drama"
"53674",1989,131,6.3,"Drama"
"53675",1985,102,6,"Comedy"
"53676",2001,99,5.6,"Misc"
"53677",1992,93,6.1,"Misc"
"53678",1960,120,6.7,"Drama"
"53679",1977,105,5.6,"Comedy"
"53680",1995,88,6.7,"Misc"
"53681",1992,90,5,"Misc"
"53682",1972,88,6.1,"Misc"
"53683",1973,87,2.6,"Misc"
"53684",1942,90,6,"Comedy"
"53685",1983,90,8.4,"Misc"
"53686",1974,105,5.5,"Comedy"
"53687",1999,107,7.2,"Comedy"
"53688",1995,11,3.8,"Short"
"53689",1982,93,1.8,"Misc"
"53690",2002,98,5.1,"Action"
"53691",2003,91,3.9,"Drama"
"53692",1981,102,5.3,"Drama"
"53693",1979,110,4.6,"Drama"
"53694",2002,135,8,"Drama"
"53695",1959,7,6.8,"Animation"
"53696",1951,7,6.7,"Animation"
"53697",1957,7,6.7,"Animation"
"53698",1959,6,7,"Animation"
"53699",1956,7,7.2,"Animation"
"53700",1947,7,7.6,"Animation"
"53701",1957,6,7.3,"Animation"
"53702",1955,8,7.2,"Animation"
"53703",1951,7,6.9,"Animation"
"53704",1910,12,5.6,"Comedy"
"53705",1987,117,6.4,"Drama"
"53706",1996,134,7.1,"Comedy"
"53707",2001,83,7.9,"Misc"
"53708",1970,94,6.6,"Comedy"
"53709",1939,64,6.5,"Drama"
"53710",1994,75,8.5,"Comedy"
"53711",1960,83,7.5,"Drama"
"53712",1927,85,7.8,"Drama"
"53713",1995,129,7.9,"Drama"
"53714",1984,65,9.4,"Animation"
"53715",1949,132,7.7,"Drama"
"53716",2002,88,8.3,"Comedy"
"53717",1934,91,8,"Comedy"
"53718",1993,92,6.2,"Comedy"
"53719",1934,89,6.8,"Comedy"
"53720",2004,5,6,"Drama"
"53721",1914,10,6,"Comedy"
"53722",1961,102,6.4,"Misc"
"53723",1965,88,5.3,"Drama"
"53724",1991,92,5,"Drama"
"53725",2003,119,5.4,"Drama"
"53726",1945,76,6.4,"Comedy"
"53727",1988,85,3.9,"Misc"
"53728",1962,89,5,"Comedy"
"53729",2001,80,8.2,"Drama"
"53730",1933,20,7,"Comedy"
"53731",1987,85,3.9,"Action"
"53732",1953,75,7.6,"Comedy"
"53733",1983,75,7.2,"Animation"
"53734",1964,49,6.6,"Drama"
"53735",1985,111,6.3,"Drama"
"53736",1963,120,6.7,"Misc"
"53737",1998,94,6.1,"Drama"
"53738",1973,84,3.1,"Misc"
"53739",1982,102,5.4,"Drama"
"53740",1983,120,6,"Misc"
"53741",1958,120,5.4,"Drama"
"53742",1950,67,7,"Misc"
"53743",1963,104,5.9,"Drama"
"53744",1997,50,4.6,"Animation"
"53745",1995,15,7.8,"Short"
"53746",1997,91,5.6,"Misc"
"53747",1947,71,5.5,"Misc"
"53748",1941,57,7.1,"Misc"
"53749",1977,146,6.6,"Misc"
"53750",2000,76,7.8,"Drama"
"53751",1942,85,5.3,"Comedy"
"53752",1986,79,2.6,"Misc"
"53753",1999,111,7.1,"Drama"
"53754",1946,18,6,"Comedy"
"53755",1992,135,6.5,"Drama"
"53756",1994,93,3.4,"Comedy"
"53757",2003,34,8.1,"Short"
"53758",1997,99,6.1,"Comedy"
"53759",1955,73,5.4,"Comedy"
"53760",1968,6,6,"Animation"
"53761",1969,98,4.9,"Comedy"
"53762",2003,89,8.6,"Comedy"
"53763",1988,105,5.9,"Comedy"
"53764",1971,87,6.1,"Drama"
"53765",1937,7,6.7,"Animation"
"53766",1992,74,6.9,"Documentary"
"53767",2003,97,6,"Drama"
"53768",1961,86,4.4,"Misc"
"53769",1961,10,5,"Documentary"
"53770",1968,90,5.2,"Misc"
"53771",1986,85,3.9,"Misc"
"53772",1991,86,5.8,"Misc"
"53773",1996,100,5.6,"Comedy"
"53774",1974,85,3.2,"Misc"
"53775",1994,90,1.7,"Misc"
"53776",1990,90,2.6,"Action"
"53777",1995,85,2.9,"Misc"
"53778",1968,118,5.3,"Drama"
"53779",1987,91,4.2,"Misc"
"53780",1996,14,5.5,"Comedy"
"53781",1994,90,3.7,"Misc"
"53782",1990,93,5.1,"Comedy"
"53783",1996,113,5.9,"Action"
"53784",1993,59,7.1,"Documentary"
"53785",1932,70,5.6,"Drama"
"53786",1936,64,5.4,"Drama"
"53787",1934,75,5.6,"Drama"
"53788",1927,93,7.1,"Comedy"
"53789",1995,85,5.9,"Drama"
"53790",1995,89,1.8,"Comedy"
"53791",1993,27,6.3,"Short"
"53792",1935,10,6.2,"Comedy"
"53793",2000,90,6.6,"Drama"
"53794",2004,109,6.9,"Drama"
"53795",1988,87,4.7,"Comedy"
"53796",1993,93,6.6,"Misc"
"53797",2001,93,5.8,"Comedy"
"53798",2003,12,7.5,"Drama"
"53799",1952,7,6.6,"Animation"
"53800",2000,90,3,"Drama"
"53801",2003,90,6.7,"Drama"
"53802",2004,104,9.6,"Drama"
"53803",2000,94,4.5,"Misc"
"53804",1995,99,6.8,"Drama"
"53805",2001,119,4.8,"Drama"
"53806",1945,32,7.6,"Documentary"
"53807",1960,88,5.5,"Misc"
"53808",2000,109,7.2,"Drama"
"53809",2004,101,9,"Misc"
"53810",1950,92,6.2,"Misc"
"53811",1969,112,4.7,"Drama"
"53812",1998,24,7.9,"Short"
"53813",1997,84,5.6,"Comedy"
"53814",1944,124,6.6,"Comedy"
"53815",1940,73,5.6,"Romance"
"53816",1948,7,6.6,"Animation"
"53817",1952,7,6.8,"Animation"
"53818",1938,60,5.3,"Misc"
"53819",1946,90,6.4,"Comedy"
"53820",1948,86,6.5,"Comedy"
"53821",1988,87,7.5,"Misc"
"53822",1999,89,7.2,"Comedy"
"53823",1935,17,5.8,"Short"
"53824",2000,102,4.1,"Drama"
"53825",1988,85,5.4,"Comedy"
"53826",1996,96,4.9,"Comedy"
"53827",1990,138,5.9,"Drama"
"53828",1963,93,5.8,"Comedy"
"53829",1963,81,4.3,"Comedy"
"53830",1953,7,6.2,"Animation"
"53831",1961,105,7.8,"Misc"
"53832",2002,8,9.5,"Comedy"
"53833",1951,61,3.8,"Misc"
"53834",1961,96,4.7,"Drama"
"53835",2002,109,6.9,"Comedy"
"53836",2003,11,8.7,"Comedy"
"53837",1988,104,4.7,"Drama"
"53838",1951,8,7.6,"Animation"
"53839",1947,99,6.4,"Drama"
"53840",1995,118,5,"Comedy"
"53841",1970,116,6.8,"Comedy"
"53842",1999,88,6.2,"Comedy"
"53843",1995,35,8,"Short"
"53844",1945,66,5.8,"Misc"
"53845",1973,100,5.4,"Drama"
"53846",1961,109,6.6,"Misc"
"53847",1955,7,6.7,"Animation"
"53848",1932,67,6.8,"Drama"
"53849",2000,103,3.6,"Misc"
"53850",1946,112,6.7,"Comedy"
"53851",1993,85,3.4,"Misc"
"53852",1946,93,6.1,"Comedy"
"53853",2003,40,6.8,"Drama"
"53854",2003,14,8,"Short"
"53855",1928,21,8.1,"Comedy"
"53856",1964,87,5,"Misc"
"53857",2000,94,5.8,"Comedy"
"53858",1951,106,5.8,"Misc"
"53859",1936,10,7.6,"Comedy"
"53860",2002,90,7.4,"Documentary"
"53861",1960,78,6.7,"Comedy"
"53862",2002,101,5.8,"Comedy"
"53863",1952,6,6.9,"Animation"
"53864",1962,107,6.3,"Drama"
"53865",1943,76,6.5,"Comedy"
"53866",1950,92,6.2,"Comedy"
"53867",1999,96,6.7,"Drama"
"53868",1946,98,7,"Drama"
"53869",1967,98,5.3,"Drama"
"53870",1962,89,7.4,"Comedy"
"53871",1967,111,7.3,"Comedy"
"53872",1962,119,6.3,"Drama"
"53873",1941,7,3.5,"Animation"
"53874",1936,74,5.9,"Misc"
"53875",1997,16,5.5,"Drama"
"53876",1936,76,5,"Comedy"
"53877",1951,75,7,"Drama"
"53878",1983,88,3.8,"Comedy"
"53879",1965,107,5.6,"Misc"
"53880",1988,87,3,"Misc"
"53881",1950,7,7.6,"Animation"
"53882",1998,81,2.8,"Comedy"
"53883",1934,7,6.2,"Animation"
"53884",1941,90,5.9,"Comedy"
"53885",1932,64,3.7,"Action"
"53886",1918,11,7.2,"Comedy"
"53887",1956,71,4.6,"Misc"
"53888",1934,8,6.2,"Animation"
"53889",1958,93,7.1,"Drama"
"53890",1971,105,6.7,"Drama"
"53891",1976,115,5.6,"Misc"
"53892",1994,120,4,"Comedy"
"53893",1953,84,6.5,"Comedy"
"53894",1976,87,6.1,"Comedy"
"53895",1993,92,3.3,"Drama"
"53896",1947,128,5.6,"Drama"
"53897",1999,89,6,"Comedy"
"53898",1963,73,7.8,"Comedy"
"53899",2004,81,8.9,"Documentary"
"53900",1996,102,5.6,"Misc"
"53901",1993,90,6.4,"Drama"
"53902",1969,88,5.3,"Misc"
"53903",2003,50,7.7,"Misc"
"53904",2000,6,4.8,"Short"
"53905",1996,55,7.4,"Documentary"
"53906",1957,115,5.4,"Misc"
"53907",1940,70,5.9,"Misc"
"53908",2000,10,5.4,"Short"
"53909",1999,92,5.8,"Misc"
"53910",1963,96,7.6,"Drama"
"53911",1962,150,8.6,"Drama"
"53912",2002,95,6.9,"Drama"
"53913",2003,94,8,"Drama"
"53914",1969,94,8.3,"Comedy"
"53915",1998,47,7.3,"Drama"
"53916",1999,102,6.3,"Drama"
"53917",1999,100,5.7,"Drama"
"53918",1998,100,7.9,"Comedy"
"53919",1997,125,6.5,"Drama"
"53920",1984,77,7.9,"Misc"
"53921",1971,94,6.9,"Drama"
"53922",1987,92,7.7,"Drama"
"53923",1984,95,6.4,"Comedy"
"53924",1936,71,7.7,"Drama"
"53925",2000,116,6.5,"Action"
"53926",2005,120,6.8,"Drama"
"53927",1973,99,6.5,"Drama"
"53928",1993,79,3.2,"Misc"
"53929",1998,131,6.1,"Action"
"53930",1999,90,2.4,"Action"
"53931",1997,127,5.4,"Documentary"
"53932",1988,99,7,"Documentary"
"53933",1983,85,6.6,"Documentary"
"53934",1984,30,8.4,"Documentary"
"53935",1985,55,3.8,"Documentary"
"53936",1983,60,5.7,"Misc"
"53937",1979,89,4.9,"Documentary"
"53938",1974,80,3.5,"Misc"
"53939",1980,93,6.1,"Comedy"
"53940",1989,97,6.6,"Comedy"
"53941",1933,16,7.6,"Comedy"
"53942",1942,46,2.7,"Action"
"53943",1983,104,6.8,"Drama"
"53944",2004,87,7.1,"Documentary"
"53945",1958,19,6.9,"Short"
"53946",1979,99,7.2,"Misc"
"53947",1995,94,8,"Misc"
"53948",1990,123,8.5,"Misc"
"53949",1956,104,7.3,"Drama"
"53950",2002,32,8.7,"Short"
"53951",1966,91,7.4,"Comedy"
"53952",1970,96,6.8,"Misc"
"53953",1969,99,6,"Drama"
"53954",1967,93,4.8,"Action"
"53955",1970,94,7.7,"Drama"
"53956",1961,74,1.5,"Misc"
"53957",1959,90,4.3,"Misc"
"53958",1978,105,3.3,"Misc"
"53959",1977,135,6.9,"Animation"
"53960",1991,92,6.8,"Comedy"
"53961",1995,100,7.1,"Comedy"
"53962",1992,95,5.4,"Drama"
"53963",1971,112,6,"Drama"
"53964",1992,90,4.4,"Drama"
"53965",1967,97,7,"Misc"
"53966",2000,81,1.3,"Drama"
"53967",1992,123,9.2,"Drama"
"53968",1953,94,7.8,"Drama"
"53969",1959,94,7.4,"Misc"
"53970",1999,14,4.1,"Documentary"
"53971",1963,120,6.5,"Drama"
"53972",1966,93,6,"Comedy"
"53973",1939,9,8.1,"Animation"
"53974",1997,81,5.8,"Misc"
"53975",1999,20,5.1,"Comedy"
"53976",1997,92,6.3,"Misc"
"53977",2003,92,7.6,"Action"
"53978",1979,92,5.7,"Misc"
"53979",1984,97,4.8,"Drama"
"53980",1966,75,9.2,"Misc"
"53981",1955,123,8,"Drama"
"53982",1959,119,8.3,"Drama"
"53983",1934,118,8.4,"Drama"
"53984",2001,8,4,"Romance"
"53985",2001,22,6.6,"Action"
"53986",1972,166,8.5,"Drama"
"53987",1954,101,8.7,"Action"
"53988",1997,113,7.1,"Drama"
"53989",1954,115,7,"Misc"
"53990",1949,110,7,"Drama"
"53991",1982,94,6,"Misc"
"53992",1955,116,6.1,"Misc"
"53993",1961,99,3.8,"Misc"
"53994",1957,73,3,"Misc"
"53995",1992,95,4.7,"Misc"
"53996",1993,92,4,"Action"
"53997",1943,88,7.4,"Comedy"
"53998",1975,86,5.8,"Drama"
"53999",2001,92,6.9,"Drama"
"54000",1973,94,6,"Drama"
"54001",1977,81,4.2,"Misc"
"54002",1990,95,3.6,"Action"
"54003",1962,83,4.2,"Misc"
"54004",1976,97,6.4,"Drama"
"54005",1969,70,4.5,"Misc"
"54006",1992,93,2.8,"Action"
"54007",2000,37,6.1,"Short"
"54008",1974,110,5.6,"Drama"
"54009",1975,94,5,"Action"
"54010",1997,110,2.7,"Action"
"54011",2002,44,6.7,"Documentary"
"54012",1986,90,3,"Action"
"54013",1974,84,5.2,"Documentary"
"54014",1959,103,5.2,"Action"
"54015",1913,88,5.9,"Drama"
"54016",2001,115,7,"Comedy"
"54017",1980,95,5.6,"Action"
"54018",1998,109,6.2,"Drama"
"54019",1961,103,5.2,"Misc"
"54020",1964,98,5.7,"Action"
"54021",1984,95,3.6,"Action"
"54022",1981,90,5.9,"Drama"
"54023",1987,100,6.4,"Drama"
"54024",1977,92,6.1,"Misc"
"54025",2002,8,6.9,"Short"
"54026",1978,98,5.1,"Drama"
"54027",1981,82,4.1,"Drama"
"54028",2002,96,6.3,"Misc"
"54029",1972,250,6.9,"Drama"
"54030",1973,100,6,"Comedy"
"54031",1975,94,5.8,"Misc"
"54032",1990,84,1,"Action"
"54033",1973,100,7.6,"Action"
"54034",1980,90,5.1,"Misc"
"54035",2003,92,4.3,"Comedy"
"54036",1992,80,4.6,"Action"
"54037",2002,92,7,"Misc"
"54038",2003,87,6.6,"Drama"
"54039",1981,86,5.3,"Misc"
"54040",2003,28,5.2,"Drama"
"54041",1982,22,6.2,"Short"
"54042",1967,123,5.7,"Drama"
"54043",1974,91,5.1,"Drama"
"54044",1972,105,7,"Misc"
"54045",2003,96,7,"Comedy"
"54046",1966,89,5.8,"Misc"
"54047",2001,17,8.7,"Short"
"54048",1987,103,8.4,"Drama"
"54049",1941,128,7.3,"Drama"
"54050",1972,75,7.6,"Drama"
"54051",1998,93,2.3,"Misc"
"54052",1990,90,5.9,"Comedy"
"54053",1999,20,6.5,"Short"
"54054",2002,92,7.3,"Drama"
"54055",1988,91,5.3,"Misc"
"54056",1994,110,6.5,"Comedy"
"54057",2001,100,8.2,"Drama"
"54058",1979,100,3.1,"Misc"
"54059",1982,151,8.1,"Drama"
"54060",1952,91,8.1,"Drama"
"54061",1994,90,7.7,"Documentary"
"54062",1979,30,6.2,"Action"
"54063",1986,123,9.3,"Drama"
"54064",2002,119,6.8,"Drama"
"54065",1999,89,4.8,"Action"
"54066",2004,120,6.9,"Action"
"54067",1996,67,7.4,"Documentary"
"54068",1981,145,8.4,"Drama"
"54069",2002,102,6,"Drama"
"54070",1970,100,7.5,"Drama"
"54071",1991,98,5,"Drama"
"54072",1953,108,6.2,"Drama"
"54073",1996,110,7.4,"Comedy"
"54074",1997,106,6.3,"Comedy"
"54075",1971,118,8.1,"Drama"
"54076",2001,90,4.5,"Comedy"
"54077",1946,125,7.2,"Misc"
